hour,timestamp,load_pct,stack_temp_C,o2_pct,flare_flow_m3h,pressure_bar,feedstock_tph,ch4_fraction_pct
14,2024-03-04T13:00:00,42.20670844512724,322.8204940021761,3.636131663703566,3875.000395362112,2.546167014337805,12.923954601192714,1.3360336581705177
15,2024-03-04T14:00:00,43.84505228108372,323.30059906528135,3.637445539251267,3625.3131144003983,2.5146058054958775,12.97797492422699,1.2373478436483565
16,2024-03-04T15:00:00,34.404915595192094,318.8890832300519,3.7879012262686214,3320.1370017684526,2.547660822318107,12.260230497159354,1.3777457432773372
17,2024-03-04T16:00:00,32.19996502085832,315.65212187912505,3.8462004221867323,3269.7134753643477,2.4716181299357665,11.67396366049826,1.525227800651428
18,2024-03-04T17:00:00,35.877137847841915,322.2244697084388,3.9204810971207866,3727.7287146438794,2.584619000777865,12.179199100651548,1.4113121117482774
19,2024-03-04T18:00:00,29.44269660867822,317.0607616177011,3.736441720175755,3343.290442779638,2.5840353381928023,11.613920337099227,1.4907179204727656
20,2024-03-04T19:00:00,34.28460520439924,314.4066997147155,3.9925679174371393,3293.170774545342,2.5526598208532043,12.66107173087577,1.4077716447906208
21,2024-03-04T20:00:00,35.91980714506259,322.03910210126367,3.9866898032257914,3530.904986529458,2.516629058302335,12.22558821776822,1.465735852063476
22,2024-03-04T21:00:00,44.3974367382464,316.7436197769755,3.6721768904550816,3965.8502695157745,2.587609833800236,12.805284783894832,1.2342215962479264
23,2024-03-04T22:00:00,48.41018944862313,325.8632689286675,3.772558989329092,3602.146353663422,2.4513255655558255,13.008161264130678,1.2145423357588043
24,2024-03-04T23:00:00,59.72708274500583,329.32586512143985,3.533949454098888,4223.35315541482,2.497435166192856,14.782834101273101,1.0506316423753828
25,2024-03-05T00:00:00,59.23868076047903,335.5858896873375,3.3824429001565948,4211.961429752686,2.6169892288668395,14.665998520164507,1.1352992108222613
26,2024-03-05T01:00:00,72.81516390893408,336.1691601336787,3.1821110368481573,4921.429581917701,2.6807310902883295,16.04775338755991,1.1025173210911172
27,2024-03-05T02:00:00,69.62155568925847,339.5159271699514,3.1869205971714303,4706.928480748686,2.586946130023688,15.507218097609142,1.0684862872574385
28,2024-03-05T03:00:00,73.008826188633,335.1315272333643,3.040885148718024,5114.311613012617,2.567214632681815,15.538379386984358,1.059467469506251
29,2024-03-05T04:00:00,77.2883638317112,346.0961542991774,3.046187571662136,4849.113008850658,2.580787892181347,15.686897333371133,1.063068781560599
30,2024-03-05T05:00:00,79.8454289943051,342.7301601066981,2.9398932932197996,5536.300357315857,2.6701538060149184,15.849115505351982,1.1946741648136996
31,2024-03-05T06:00:00,75.44764378699784,338.6167327248972,3.0803145347415493,5054.50386593094,2.6070912524398024,16.556976396284497,1.0402064961300768
32,2024-03-05T07:00:00,73.77406132442782,335.5220637579174,3.072418652895195,4977.590804086215,2.6029635572897285,15.327176052671788,1.0524124146664855
33,2024-03-05T08:00:00,71.18530170427425,342.98593740874975,3.2809302858747538,4854.137702279271,2.468099665661023,15.641942075160951,1.068860954682235
34,2024-03-05T09:00:00,67.33662169781894,339.7678715808949,3.3108412268589476,4775.868163470624,2.5096680874049135,15.28709427029736,1.09082863097988
35,2024-03-05T10:00:00,65.92810597183345,330.1869481189573,3.163077354199428,4683.941521331742,2.63601307863103,15.456060402273433,1.1180608118485702
36,2024-03-05T11:00:00,60.42767298073238,326.5354189816641,3.2856378927501724,4281.304994626917,2.5926557741403222,14.619736198928228,1.05301129366177
37,2024-03-05T12:00:00,49.48152934145459,326.51698383643145,3.5960632634998633,4071.950223162593,2.5510761318770285,13.922808839895248,1.2031125982110582
38,2024-03-05T13:00:00,44.477565466049114,326.8814857685293,3.567533063201118,3973.343066497713,2.568419577105125,13.109175727285667,1.2377471938243674
39,2024-03-05T14:00:00,42.234614914705475,321.828796305809,3.7980149322137793,3887.710879153217,2.490717399135766,12.940250868432562,1.2767913606565953
40,2024-03-05T15:00:00,37.15614014057323,325.86270371499353,3.8505279484144963,3826.9912828817714,2.5994210322619864,12.081595482325985,1.4237184246522745
41,2024-03-05T16:00:00,34.392843466652394,314.96101098189894,4.064050664791065,3576.9535562288183,2.5854524259201206,11.665892919834496,1.4310698381050413
42,2024-03-05T17:00:00,35.502870566508264,326.5674201039236,3.844453854843714,3554.633521231923,2.6076621318447586,11.615194481772868,1.4136906182914142
43,2024-03-05T18:00:00,32.88474124458135,315.667042756491,4.021843377954053,3451.483781838496,2.535432769530812,11.468230598165382,1.4149220459910357
44,2024-03-05T19:00:00,32.926765333630435,320.21888153769623,3.979607794448392,3438.057050668295,2.5414614178210098,12.043567451245869,1.5085079357302678
45,2024-03-05T20:00:00,33.41482643680125,320.1247317129683,4.149455855174778,3830.4538314809747,2.6341005293837827,11.72623056577451,1.4453607412839935
46,2024-03-05T21:00:00,36.02911856478247,321.7026217688803,3.7385976838353345,3477.7668766127363,2.6290965083616453,11.924509531943588,1.448460381921313
47,2024-03-05T22:00:00,54.17326602512921,329.4212134782135,3.5071906186520563,4096.573273459133,2.502852543213273,14.11931923428334,1.1643570821365317
48,2024-03-05T23:00:00,50.008734649074356,322.2482916126153,3.552924967206112,4408.955566407437,2.5930267692039393,13.462242792566013,1.1728763217400877
49,2024-03-06T00:00:00,59.50824439857628,333.72602817789027,3.3605539194044947,4623.888143636499,2.547637615451221,14.73047218249443,1.037511721652576
50,2024-03-06T01:00:00,60.042969481549996,326.699532680829,3.3560327645023964,4182.219170581742,2.559159897737333,15.100892101104522,1.0668465024110605
51,2024-03-06T02:00:00,69.7544363406251,339.6584379315442,3.1904103264378514,4500.900031790326,2.603122722450944,15.268497908855442,1.0542903961198185
52,2024-03-06T03:00:00,70.04771325364884,338.6572064513522,3.247209588141569,4776.018616248339,2.6276522469217465,15.38419056388639,1.0361814580007729
53,2024-03-06T04:00:00,75.33723578743037,339.67761652830393,3.0378104911160717,5086.801042843989,2.647722650949416,16.242511655207693,1.0846418305261667
54,2024-03-06T05:00:00,78.4579808798852,344.4779439725554,2.948194754091489,5524.91222564295,2.5738460812318116,15.91464181419793,1.1613845334823467
55,2024-03-06T06:00:00,75.05373995052568,341.01301318195533,3.0025622396567555,4847.896770472561,2.626233397860503,16.021176948639017,1.0683442190383854
56,2024-03-06T07:00:00,71.5710567534317,340.0111207871759,3.302252187505704,4673.879831566392,2.5472418221131385,15.226620285071514,1.0041059140020698
57,2024-03-06T08:00:00,72.65084462616879,340.08070308142294,3.0362241801313865,4667.936308681672,2.556478220017005,15.648587111232699,1.0353741680503474
58,2024-03-06T09:00:00,71.3639486495155,338.4645409312101,3.156291009241306,4889.7043987225425,2.6300691244917958,15.139086658287956,1.0213164411074018
59,2024-03-06T10:00:00,52.00070558546063,328.1090006419331,3.436016137457861,4136.509895443572,2.5196038765107143,13.578402096176406,1.1297196922635093
60,2024-03-06T11:00:00,50.659479363963705,332.5691720090613,3.4901742388237684,4003.9725271404363,2.559054110355576,13.723007113893434,1.158915721700688
61,2024-03-06T12:00:00,49.37542077996853,326.2613961543124,3.6306806420800957,3778.6555022770744,2.5118278649232715,13.526301177489499,1.240255474867979
62,2024-03-06T13:00:00,46.531359819481445,329.9309649195716,3.596967640191968,3659.411866644391,2.5321507129701057,12.863750301365284,1.2571288901815132
63,2024-03-06T14:00:00,41.56976197277398,322.57625271833535,3.77148024298823,3810.0781074988117,2.446638004880249,12.6339758965252,1.290875643138143
64,2024-03-06T15:00:00,38.061542417705446,318.01131676865606,3.878314700463085,3841.40777271955,2.6174492417329156,12.475547636303281,1.4072549857191623
65,2024-03-06T16:00:00,36.491637659462164,315.2061695971427,3.9235002196884374,3945.7923768849364,2.645672718125941,11.810072551087288,1.4447229748757493
66,2024-03-06T17:00:00,38.05229430883629,319.94254793032627,3.8027171489402143,3452.2933546969343,2.5774384675910462,12.142732268774873,1.3941966712901026
67,2024-03-06T18:00:00,36.493335415079905,316.4180771731019,3.895024347921758,3539.719695448837,2.531189386424502,12.390969704187754,1.4236130144390329
68,2024-03-06T19:00:00,34.62111893554683,322.51549241716344,3.8459890956075284,3803.1019272419016,2.5540119372722216,11.650634614159312,1.4285139554941426
69,2024-03-06T20:00:00,36.82092553006802,325.4928847298317,3.8633486763420652,3770.390456480613,2.492583033903575,12.324037596027054,1.4222999317948413
70,2024-03-06T21:00:00,45.93721297318401,328.7315448712155,3.649284491214746,3914.604698891685,2.5454205705343824,12.497373289729138,1.2327835186922762
71,2024-03-06T22:00:00,46.33717841910858,327.6612133431549,3.701355721432615,4035.90556944355,2.6531529124229194,13.14490786800654,1.2075058688054083
72,2024-03-06T23:00:00,60.7722319438718,333.02879638189614,3.3406516448008414,4574.435926989656,2.5852261061719033,14.055246786524828,1.081985059143792
73,2024-03-07T00:00:00,57.73224721193578,333.90464575152737,3.4584676175067974,4311.967027861419,2.49307879877239,14.588518386987015,1.0759841380552666
74,2024-03-07T01:00:00,79.79062473550474,341.7365690650904,3.192774361954557,4881.144674108014,2.5270870469052436,16.368599686179728,1.0893766452357474
75,2024-03-07T02:00:00,75.74622936825756,336.83898303044987,2.993315845984646,5152.117947605519,2.5881560058855766,15.784794964331574,1.044605608856708
76,2024-03-07T03:00:00,76.248132411031,344.7967223788017,2.9429574062632535,4817.219399878309,2.566187587956531,15.941660172707756,1.0867239647240718
77,2024-03-07T04:00:00,80.74634607128813,346.3786637460667,2.87542646880627,5215.247388837441,2.5160705359986073,16.601104963729068,1.0921770929435357
78,2024-03-07T05:00:00,85.09744679864224,346.3580385584593,2.8172404444543053,5234.545456205509,2.5687122934398516,16.975583063874748,1.1501526486142957
79,2024-03-07T06:00:00,71.14701054974942,337.5974685960747,3.180229144900762,4949.715966279169,2.72370180952306,15.895393336182753,1.1004291194432456
80,2024-03-07T07:00:00,73.53812278827776,339.18006886891015,3.15477430998588,4812.6489080016445,2.5310722247236317,15.166876349557178,1.0800562419950883
81,2024-03-07T08:00:00,65.5137575766699,335.68476391472706,3.511375942331471,4463.397579292043,2.518062800735598,15.494112995797567,1.0908171469799908
82,2024-03-07T09:00:00,71.21921765000315,340.0118545290402,3.0293400739655048,4856.0331496447,2.558076208386061,15.23272744413935,1.1209887100668239
83,2024-03-07T10:00:00,56.87527275975337,332.47207885586255,3.655290364077069,4322.231130408764,2.5879014934520894,14.255491715228246,1.0691171523318346
84,2024-03-07T11:00:00,50.26727597866527,326.7400859252109,3.557651404546107,3966.8455775945017,2.528417283101078,13.865160502303945,1.166310345160114
85,2024-03-07T12:00:00,48.79823319358552,328.3564713896842,3.6606674264240615,4272.47180872081,2.618704728462816,13.218638847521113,1.1638654867365292
86,2024-03-07T13:00:00,42.22058100736894,322.8746458688443,3.592955699085447,3973.4974929072264,2.595474815738894,12.626342523453788,1.3224659392883724
87,2024-03-07T14:00:00,44.63438808297429,324.70469414722146,3.6460276521274158,4182.716201212833,2.4922337865858046,12.893428223104618,1.250777968618257
88,2024-03-07T15:00:00,38.876078977226,322.8577886586995,3.8614241178835993,3514.9070061408565,2.6403207624502687,12.684146215995048,1.367578523238725
89,2024-03-07T16:00:00,35.4656407232558,315.7834873684061,3.8890823840666546,3798.584973208263,2.5326911278637407,12.06411025994038,1.4315283968643477
90,2024-03-07T17:00:00,31.03104777995961,312.8039464098688,4.056618336742111,3440.572573056709,2.4749190425247605,11.466924265357463,1.480967006774942
91,2024-03-07T18:00:00,31.825054075710636,315.3414319231817,3.7786815170078802,3451.443357365924,2.5567434734364647,11.23104001128054,1.5279404481930972
92,2024-03-07T19:00:00,37.414193469494855,321.48360791587737,3.965345271399544,3637.4905504983117,2.638380071872207,12.683496766141843,1.4424849853001744
93,2024-03-07T20:00:00,41.38191299602881,321.7436202410588,3.740052647600992,3596.6418716500953,2.5033510130627925,12.51431989582729,1.3244233520463724
94,2024-03-07T21:00:00,36.53335777813834,324.7195595111608,3.9405570415440616,3850.4716277186694,2.5899461011451805,12.227454873974898,1.448705047764085
95,2024-03-07T22:00:00,46.86453652280176,326.6872993588167,3.5751757944514924,3890.6458195321475,2.5527291430845147,13.181762739638748,1.1865305945134257
96,2024-03-07T23:00:00,56.86154086771082,326.68967861159933,3.3477797105816753,4286.726335739617,2.5735018139910957,14.347817391904226,1.1186588483779545
97,2024-03-08T00:00:00,60.228333530698855,334.76331476439935,3.366779058656536,4857.644557134495,2.6551692682882693,14.797666252706172,1.0985272238397903
98,2024-03-08T01:00:00,62.14443115976548,335.1260990393617,3.3943794816926824,4619.458562864235,2.5084343817638177,14.674836603520895,1.076583087845402
99,2024-03-08T02:00:00,71.36358190438328,338.3326197105411,3.125102810512179,4782.126271400352,2.5961471962966285,16.168261534686156,1.0885975163294406
100,2024-03-08T03:00:00,71.59362105820264,339.04966081255526,3.2012083714192676,4842.51984589927,2.5620557522492056,15.676956115686224,1.1076218696250464
101,2024-03-08T04:00:00,77.52939649335414,336.96722708189,2.97329658005792,4944.538427349326,2.57704561645403,16.313570859864576,1.1159751102548565
102,2024-03-08T05:00:00,76.01853562534073,339.3897950380417,3.082499050430564,4946.512223663802,2.531107933027448,16.062512526451133,1.0636747525091805
103,2024-03-08T06:00:00,77.5427182367134,339.2117092313459,3.1192467315904797,5607.531699342678,2.679771414280796,16.133362527047744,1.1408674218184205
104,2024-03-08T07:00:00,72.592753245184,340.74433494459043,3.2301221694790674,4926.01983321584,2.6179256402726367,15.034398210131851,1.118766632506436
105,2024-03-08T08:00:00,72.38288652795347,337.5601841675557,3.145574624503594,5102.608225501741,2.6117248771189088,16.040531035276445,1.0017790420091983
106,2024-03-08T09:00:00,66.47804962877582,340.7761964070612,3.29740341739013,4838.447338150019,2.584857376930852,15.013842634449766,1.0700698901273988
107,2024-03-08T10:00:00,60.228368022456515,331.4251867154094,3.466840973539291,4731.025310429295,2.620205780217427,14.785676533725928,1.0622057200589143
108,2024-03-08T11:00:00,52.224077665777465,333.89599665854666,3.498495094176994,3820.7812608289432,2.577398173527583,13.592093695773482,1.2498468181676048
109,2024-03-08T12:00:00,42.91462300062971,330.56415412659476,3.671180701823966,3832.0587480050335,2.5927376472109622,13.011350338348135,1.2277035458574381
110,2024-03-08T13:00:00,47.49901491103008,323.50135722734996,3.5697756898296986,3784.631273619173,2.5482091081709832,13.403396086356302,1.2991124728793015
111,2024-03-08T14:00:00,38.89220529649393,327.8452195462692,3.782625798027359,3545.49158826817,2.5194203277247436,12.500343218982138,1.3787210268631156
112,2024-03-08T15:00:00,39.000836304853216,322.47133627267374,3.836898943835477,3609.9947864255814,2.555462210071873,12.591380076105853,1.339730594748971
113,2024-03-08T16:00:00,30.698629568191535,321.13492847933736,3.9618247373041084,3569.888807292384,2.5077998313020613,11.67396838340145,1.5592537447464565
114,2024-03-08T17:00:00,33.14843781797447,317.6461538579027,3.937357863631363,3696.082406339609,2.559365619648296,11.327879585334633,1.559109355032798
115,2024-03-08T18:00:00,32.36149246806584,318.7587081039416,3.866737021115942,3455.767768111386,2.554320500375172,11.70880802143196,1.482745645626864
116,2024-03-08T19:00:00,42.87616758376798,317.8831969658624,3.8516589429965764,3798.919250974799,2.48516617766558,12.566716254993187,1.2908240261453758
117,2024-03-08T20:00:00,47.036974923963975,323.61835786508186,3.649370268079585,4172.687172767499,2.6762048823592375,12.802727830433458,1.2540092327370493
118,2024-03-08T21:00:00,45.85354069120764,318.41943682888086,3.549439212268251,3799.2255867018384,2.557634441009373,13.059153382142679,1.2938892186997184
119,2024-03-08T22:00:00,48.416065423894175,329.1984020686066,3.671318791908435,4110.086044092858,2.526719953910136,12.70865504045397,1.2202507814150454
120,2024-03-08T23:00:00,58.798899236855966,330.84160238846323,3.4364368638849943,4548.315997372527,2.5354197561884306,14.425613262142504,1.097170320713427
121,2024-03-09T00:00:00,55.16664725589321,331.37103177103546,3.579831954843957,4580.7096396665265,2.6077585668112593,14.314163271003054,1.0644867095727348
122,2024-03-09T01:00:00,70.11930383527886,340.0771268561075,3.3776383293605723,4751.08408244664,2.5823114592426175,14.943944641695493,1.0250279809945524
123,2024-03-09T02:00:00,68.69984980720747,336.1119289707295,3.1987105146908656,4460.879667447942,2.6222144015847473,15.731403985503183,1.0053562229489958
124,2024-03-09T03:00:00,78.60644221638586,341.8241733965307,3.040869147791575,5149.748298337121,2.65411595846817,16.24047281162488,1.1206700093921667
125,2024-03-09T04:00:00,75.61469276752865,342.5483360032189,3.1707975927579217,4985.602883136697,2.5989420986825245,15.963978721138192,0.9923324323836908
126,2024-03-09T05:00:00,85.12920195399761,348.0255243519922,2.888400779490928,5475.450785726664,2.6066733550696877,17.590390305570487,1.2130465473301986
127,2024-03-09T06:00:00,77.17638760929496,348.3384771432826,3.1523357119167854,5184.489177729902,2.5832482827808123,16.07409433923485,1.0737317255252317
128,2024-03-09T07:00:00,70.10966216508648,336.4858763445878,3.15541884698263,4897.368850174589,2.545504245570263,15.87267812640892,1.0630682478453348
129,2024-03-09T08:00:00,69.71794050502567,339.5602472697407,3.3615454116990118,4935.483423807406,2.7207011641700634,14.99629712143176,1.0036073932385081
130,2024-03-09T09:00:00,61.6948384889348,332.1937801754211,3.388253183078424,4486.067407323926,2.522586367090674,14.745211136473225,1.0497737337421553
131,2024-03-09T10:00:00,61.29323907275511,325.2964017366878,3.3820610132442828,4551.152093826017,2.5295997415604616,14.165368775734082,1.0411011076923493
132,2024-03-09T11:00:00,47.69164619518894,325.3547449806378,3.507418008937604,4299.224727036258,2.56183915533394,13.93322883923967,1.2286852198195863
133,2024-03-09T12:00:00,48.2840149560342,332.8333951906147,3.747686157797873,3823.519358626014,2.513621049942737,13.756794340942022,1.215357298002912
134,2024-03-09T13:00:00,46.71902984142555,329.00207201165387,3.8540430684188514,3700.655107989088,2.57466185234579,13.355787069025196,1.2632203098699262
135,2024-03-09T14:00:00,34.38348024880514,319.0238257967494,3.933861534607513,3584.942910052759,2.5848313188603522,11.482040548861105,1.4246786617037168
136,2024-03-09T15:00:00,33.97236775050697,319.0463522222525,3.922587491529556,3370.897825899757,2.5054496674612827,11.478111351291934,1.4718367527160796
137,2024-03-09T16:00:00,34.658190276095176,317.0026176586772,3.7819040768766707,3389.516126472138,2.5648925847195936,12.230271543357826,1.471550698066121
138,2024-03-09T17:00:00,35.90756731134823,322.3392634876547,3.682366263942854,3692.58255931263,2.6162565648233462,11.901228281891186,1.4376998333842619
139,2024-03-09T18:00:00,31.16241522531547,318.7050243664691,3.809337166677035,3218.438840823343,2.5789622273019757,12.20965664513015,1.5375715088429924
140,2024-03-09T19:00:00,32.39208736703386,316.8546703391629,3.8974751650552504,2949.5019661602764,2.5092309303080556,11.276597740003032,1.409440760096833
141,2024-03-09T20:00:00,34.01937734629762,317.38451158476465,3.9382976144728157,3716.0260902366244,2.5799728058650713,11.901251224910283,1.4551469479002102
142,2024-03-09T21:00:00,46.45890308948073,324.41513556833877,3.5322426635965223,4055.4536564106866,2.501694785828164,13.230920743875185,1.2283225157841067
143,2024-03-09T22:00:00,38.85919236916938,322.618524387113,3.6879726404448783,3724.6171902196975,2.5525777270751675,11.799114132453909,1.3681839178221638
144,2024-03-09T23:00:00,53.29778161696139,329.844371567023,3.7759942129360313,4337.153949896434,2.521330866126037,13.25657202312113,1.1732711280269204
145,2024-03-10T00:00:00,56.470445774550676,333.0817512101337,3.5400224903404194,4354.6183730332805,2.5980211977818906,13.779698967171068,1.0925372081529974
146,2024-03-10T01:00:00,70.01929487596911,341.56673807943827,3.214972877883129,4987.495368769835,2.6636004458031306,15.77809164312837,1.1025715104053702
147,2024-03-10T02:00:00,72.61658855419931,340.14730253003023,3.167779044069454,5086.049769458182,2.6850368780269425,15.590229893602887,1.06247320525745
148,2024-03-10T03:00:00,75.08249638378902,339.9465258314162,3.135706405704134,5378.9742089690035,2.609656203482888,16.021629091388427,1.0174070671628086
149,2024-03-10T04:00:00,84.40919846853492,343.3926859555173,2.93567421703664,5710.865137005943,2.6603136549682236,16.842967808956885,1.1865201572539634
150,2024-03-10T05:00:00,73.22079721184167,339.0228821238789,2.95362532023641,5266.07030666691,2.698279125579265,15.287189667954376,1.1060043410042713
151,2024-03-10T06:00:00,74.08478638216772,345.6410475657947,3.2860631222240775,4964.884171666509,2.561519227883341,15.857176659783375,0.9840375640223125
152,2024-03-10T07:00:00,72.66595609966804,345.7217314644584,3.2378767287898413,4826.512621258708,2.498984854995083,15.537888694313013,1.053346436533146
153,2024-03-10T08:00:00,71.69725596418954,338.01083813795356,3.1700894326212,4850.002965570158,2.4626772048700643,15.628989450335917,1.0231565864377599
154,2024-03-10T09:00:00,62.441204975630235,338.19331315886694,3.3983122018747967,4483.1982497969975,2.634910883550825,14.366283332055435,1.0170356539987118
155,2024-03-10T10:00:00,70.40408122538334,333.91369132993105,3.124421187859666,4750.788039675775,2.6099390157196343,15.330837786797789,1.034481433501263
156,2024-03-10T11:00:00,58.703863971363575,332.9665148004771,3.2548577451014378,4337.353224962038,2.6209002285739955,14.472295449673378,1.1177208715056866
157,2024-03-10T12:00:00,48.86015526753838,322.28783584345274,3.466926260743883,3918.6043858614375,2.6391211831795323,13.082779270540298,1.1304200332766583
158,2024-03-10T13:00:00,42.22172031789476,326.5393324457734,3.909759138157357,3635.9515376045183,2.5380522198983813,12.280572242615127,1.3501222721506785
159,2024-03-10T14:00:00,43.40183086465828,320.2955135457186,3.5525031739632924,3691.178632068283,2.593024566718412,12.746106287884936,1.3023807818514523
160,2024-03-10T15:00:00,38.78159575425276,318.71692212905737,3.789917434436889,3927.5734094080167,2.568064228891408,12.83366196500182,1.3686591045488528
161,2024-03-10T16:00:00,28.24902447939227,316.273991653074,4.202342402890355,2967.224927910059,2.525643439316526,11.117972923540618,1.4835919039994714
162,2024-03-10T17:00:00,36.702034459715726,321.4649455383623,3.8187267549265163,3611.9519580702377,2.57365869893013,12.06482723460753,1.3308326791298812
163,2024-03-10T18:00:00,35.616537651571214,321.5285706802032,3.911452366143752,3628.45755852483,2.5724600735987395,12.487436804534074,1.461965926373905
164,2024-03-10T19:00:00,26.40145083265805,319.06906224397085,3.9076492510421943,2998.7326496246487,2.50536750157706,11.060537776216737,1.6076827073667475
165,2024-03-10T20:00:00,37.63720224340876,319.4812573000139,3.9576117780314797,3837.3394814899016,2.407514170986408,12.22305451454794,1.351446547392602
166,2024-03-10T21:00:00,40.30851457837572,325.18295743205954,3.8568909533543736,3664.26126667498,2.5431634370299894,12.406147956111486,1.39005277641205
167,2024-03-10T22:00:00,51.77966421439863,328.71356415551566,3.59371857249078,4322.017541377561,2.5558714826861166,13.995464559200082,1.1876792784088424
168,2024-03-10T23:00:00,55.13416352384601,333.8015862693728,3.543890970099463,3902.5499974596546,2.4576701273262533,13.684728611058784,1.12531929837063
